"","V1"
"14081",0.945635376624857
"14874",0.99118146049206
"35894",0.300064611395652
"22841",0.0294663637494446
"27545",0.0649833880778903
"4360",0.0879424934370097
"28364",0.052259876937858
"7406",0.99896252310879
"14439",0.723156209729198
"33377",0.0811413229415346
"20706",0.99297622671484
"33172",0.584151826908908
"34150",0.219951847168726
"21500",0.0584774698876017
"21607",0.0423294086890799
"9505",0.495951182982724
"5695",0.0233932625590912
"27559",-0.0112717912048617
"17065",0.161876242671403
"1653",0.876803685637453
"12917",0.949552022152799
"21616",0.704814254974258
"4767",0.087563721962051
"8262",0.16074190368166
"3656",0.0334185001342579
"32360",0.372262528442804
"23336",0.208714772080562
"19592",-0.00719645924397793
"22574",0.107418614458955
"22190",0.20440339276556
"28651",0.674748204694864
"36161",0.396554040191728
"1989",0.0895045583511956
"5967",0.0698575793605231
"1292",0.805690276576289
"5259",0.369194958429436
"35067",0.304608030962351
"7526",0.090136214618028
"4351",0.150407693258567
"3607",0.279087717440324
"21495",0.284396842626845
"29840",0.342654525598253
"17625",0.00738612059224966
"1116",0.544991205787069
"16653",0.21614030518969
"34981",0.246445433925008
"12513",0.249317475456302
"20484",0.0650559167781131
"25685",0.152065127447963
"1155",0.108371791550637
"24618",0.96501827699
"20019",0.965996755800416
"21402",0.115253599313387
"16302",0.155672305302129
"988",0.729565330940937
"31976",0.947989009863708
"26126",0.838097773397706
"2351",0.577006242002547
"7254",0.178133051465799
"10293",0.0107731317259417
"18601",0.175131274446649
"29755",0.314437099507459
"35253",0.0141796761951675
"9053",0.0423846597486366
"3454",0.979393307223067
"31352",0.151501314861392
"28196",0.233396803883065
"18235",-0.0518106033927814
"33786",0.00912528358290695
"33059",0.362212138734073
"10927",0.0147435304458399
"32588",0.259276040762441
"20160",0.225824519104636
"19781",0.00411205260703691
"6159",0.513897119190686
"4672",-0.0111530248641169
"12880",-0.00236289585882344
"33671",-0.00482224013675216
"28382",0.0420865614311411
"1057",0.218042194675823
"10667",0.18595988711666
"22778",0.137135261859448
"26904",0.100655292341606
"24435",0.131318736403151
"1577",0.669645317529779
"10684",0.0371675437209082
"6356",0.596377158142763
"11859",0.270310866054487
"20163",0.475301206127466
"17222",0.0209089555602738
"7844",0.0752168999283874
"21554",0.032985460056935
"3441",0.374072494650114
"11064",0.042220668627438
"11360",0.217996513944027
"22187",-0.0873886252599683
"22213",0.0855692680297419
"18300",0.159446933422656
"6111",0.0593945145738695
"23101",0.648090399793883
"22201",0.121261741070587
"15369",0.291441460068618
"32162",0.152253570428257
"11333",0.505082600296669
"22178",0.155081525826079
"33871",0.348027288695643
"33450",0.00409207719394027
"26953",0.512333744824973
"26599",0.0861767885878008
"29341",0.0720360282171528
"23321",0.165186233164219
"1538",0.106767804251434
"17536",0.200052487044994
"35018",0.0476055883405715
"14680",0.622733557760536
"8772",0.0935313722111357
"23016",0.745729645063687
"16652",0.531168882157071
"22534",0.693978099962304
"35501",0.755818403598674
"10140",0.947566549459673
"18391",0.113211970796817
"33906",0.344444333005473
"14042",-0.00843852918586979
"14327",0.00962362968384944
"2870",0.369783927867657
"15430",0.118379413784105
"20597",0.0520690419528112
"33087",0.0668823804648768
"5807",0.976818616875987
"33086",0.359531877799053
"30014",0.0238466426129512
"24384",0.913202196117245
"3683",0.487742937079642
"2061",0.0769836899006612
"28143",0.0547183415583764
"28945",0.464977948293927
"4460",0.79733011340686
"11929",0.812490772463536
"7470",-0.0112558646439449
"5772",0.950323362312958
"808",0.243039383451273
"25911",0.945957197134293
"34",0.0663879944288989
"28265",0.622794628860761
"20672",-0.000508195161219128
"4549",0.392721509453941
"6378",0.66441717138689
"31231",-0.0518106033927814
"11664",0.36389040866938
"26700",0.0457341187047894
"12707",0.182184084404053
"19030",0.694300122337069
"24330",0.734244178181157
"32063",0.154858674697304
"5185",-0.0262020268281138
"34403",0.0756009565938774
"32226",0.070364234714804
"16517",0.0497973522423981
"31986",0.993753863228495
"35217",0.503071393189156
"29170",0.0486590181684111
"35675",-0.0010082076692745
"29392",0.0511444998255496
"4060",-0.00139671587449606
"11635",0.118581734958352
"17755",0.0467974059960594
"17550",0.779922035634486
"28413",0.0612963785016557
"6277",0.0524142243311606
"21748",-0.0518106033927814
"12808",0.100507176303499
"16443",0.0360209259112904
"14521",0.28661183734132
"17757",0.162715876083652
"10707",0.282904722076054
"10069",0.00136786160377046
"16416",0.060655175840067
"3306",0.337420224106215
"15824",0.097626040344662
"25310",0.914335521108189
"3593",0.972339730651452
"4717",0.249631099497322
"31008",0.147567086716688
"19952",0.369855149664314
"15167",0.800850438089014
"9384",0.0738628614026365
"19188",0.169246863645403
"29766",0.00264506829793622
"20998",0.897263542620574
"13053",0.968949437844403
"33239",0.362319065274683
"2013",0.260102213330521
"12390",0.0967394756756701
"21531",0.225190835800049
"12635",0.901329495048579
"21803",0.0328871987554708
"26579",0.54756303637344
"34408",0.518942764663778
"15807",0.443641936588953
"9457",0.78852868773011
"29734",0.164927589268813
"5805",-0.102833336026423
"7140",0.484194996636675
"9571",0.939340419701563
"32848",0.877029928812496
"25342",0.179130101441535
"10580",0.0636879287958012
"31569",0.245708776103497
"32663",0.565911740084312
"1930",0.677648020257686
"12487",0.666486490173198
"15930",0.0418851884620728
"14185",0.0263149576234309
"28739",0.544991205787069
"36255",0.364708678271751
"21702",0.394338010799594
"20573",0.0467970967124956
"29274",-0.000841577846227769
"11301",0.972588145869692
"20960",0.569903451826009
"11075",0.40594006980537
"1148",-0.00384643292085024
"22631",0.979811150681544
"35482",0.0648747567073646
"31048",-0.0111346849207567
"29522",0.759446944362755
"30476",0.994909185813745
"12946",0.254008943394892
"3554",0.0520690419528112
"9057",0.11346971009128
"4726",0.0257237266807582
"21652",0.149543906685014
"12306",-0.00665263497901908
"14749",0.00643518409513218
"2921",0.576570099173802
"19347",0.661890536539269
"10387",0.131451099320089
"31085",-0.0518106033927814
"27244",0.283525998121652
"19747",0.139862184647348
"14916",0.631779098298922
"18018",0.34962899413511
"28644",0.123022755204216
"34463",0.118978201363259
"3822",0.440336708294795
"31289",0.101656732170383
"21663",-0.00892724672452775
"14969",0.815501635361911
"29034",0.268407468663828
"31903",0.250307963080242
"16979",-0.0112828327935969
"36158",0.759643923238294
"13711",0.249836598235935
"30996",0.0969631308729186
"33399",-0.00855509693806509
"7180",0.986173892776387
"23974",0.0886605949268234
"33572",-0.00602848233125648
"5031",0.00908154103334726
"9975",0.0144952880221833
"19409",0.10082376075212
"35590",0.146640902302334
"31496",0.339038338611145
"3861",0.0159561541912661
"16478",0.113490290705771
"31338",0.270567295147836
"685",0.0132907874219327
"16491",0.00796748303215011
"27702",0.947989009863708
"28557",0.427773504721081
"15073",0.0886605949268234
"16713",-0.0112738011457435
"2102",0.0247607551083519
"36207",0.111205461644901
"28333",0.810243415886472
"4017",0.131762588270469
"19469",0.0890989106141317
"19896",0.529200749832502
"9454",0.636295203155486
"27322",0.947566549459673
"28256",0.187233367662304
"619",-0.0112821962215319
"20969",0.0897044684674899
"21241",0.455815189278593
"5262",0.1346523127527
"25502",0.89122023265764
"19798",0.032505407193288
"10236",0.586700301716033
"1945",0.712394658441076
"8286",0.578898596672953
"36256",0.188149583488202
"12283",0.193288242458464
"18884",0.0521109453880049
"23507",0.276349425003778
"22635",0.121895238700405
"34633",0.309770378618235
"19543",0.263150578233425
"1591",-0.0112828663851735
"30595",0.409591749278318
"28503",0.112603348010295
"33280",0.578232945256416
"32287",0.789168658327794
"26539",0.299700007938682
"18722",0.73909902665012
"27056",0.330272745180642
"21719",0.341811828984838
"4287",0.0588140171013649
"6901",0.70559266634461
"25615",0.834204290696047
"2679",0.0535290740104846
"25118",-0.00501921383097641
"5995",-0.0112693844426516
"2177",0.00890670907477701
"18923",-0.00483744883467393
"29053",0.984278527894524
"34998",0.55090369338212
"2793",0.985765840096186
"16563",0.0742524201284221
"7284",0.125355713393954
"1890",0.0826438120028583
"30845",0.536742861500326
"16777",0.0486077263400072
"27678",0.0844706543501314
"5885",0.418631157865548
"500",0.105831086210701
"9916",0.0958617794596504
"25708",0.0721726192750031
"27506",0.101694028194904
"4641",0.246535401192126
"522",0.588650886424919
"21780",0.147791675073694
"26457",0.760838729180568
"15454",0.370261846642752
"25793",0.471974420384875
"8699",0.830452636587767
"30596",-0.0112815198269546
"8785",0.249317475456302
"33336",-0.113648788154519
"8228",-0.077258708512459
"16464",0.876510500207851
"27460",0.0835481838334638
"17420",0.207121672828882
"7368",0.0574749326971781
"21114",0.0166375861048895
"34847",0.093159468348312
"33547",0.242885912054015
"30835",0.229234390940893
"18317",0.881507403619654
"33388",0.437999275341013
"27331",0.392721509453941
"21363",0.45585239206715
"27403",0.292587152718986
"34878",0.419829520670713
"30531",0.205063218347943
"28854",0.338906139788711
"25199",0.422959479332478
"15457",0.530175553878185
"6967",0.0632131632624898
"30582",0.56851710898617
"19253",0.0696356468656582
"16965",0.0886605949268234
"26065",0.0818918438250694
"11029",0.923178027760549
"3708",0.281865158450284
"35342",0.589501380830333
"26817",0.171164368604187
"20200",0.312050700918957
"33940",0.199415554608073
"33713",0.0981563300077381
"11495",0.745729645063687
"5737",0.63367502589344
"28701",0.65619889460068
"1853",0.37531911756499
"7264",0.103598677582651
"2135",0.0261498164161511
"6005",0.542016722932766
"22727",0.00962569648027527
"32124",0.504057253810925
"18236",0.21675148064786
"24760",0.113787025295886
"30006",0.528284780290651
"9825",0.359731128552003
"24538",0.187233367662304
"2773",0.123601799466911
"2609",0.969849497719768
"556",0.767640996891014
"10394",0.0264813573779708
"30564",0.773249480729105
"5926",0.219939418550405
"29915",0.945635376624857
"30411",0.0610932706604043
"33464",0.185767768200376
"30583",0.116833542505197
"20009",-0.0110881502293954
"25173",0.188194760691
"15353",0.0752168999283874
"15359",0.973340356600198
"18168",0.202539249468956
"6024",0.0529018958620558
"5714",0.203645472883086
"19729",-0.00788454879219621
"6090",0.111459052671837
"1687",0.98286194041319
"16330",0.0442340991539013
"16035",0.0814503643140414
"18961",0.0328183735964571
"20764",0.097965613583025
"4853",0.398230246280741
"23213",0.513660062264079
"33164",0.4752170796728
"21493",0.927265157705817
"16890",0.0184349585966854
"1841",0.022807250879306
"23964",0.71425557371151
"27293",0.475844893182903
"36221",0.499355973854709
"12942",0.0269799496785795
"7203",0.0313455397572533
"34895",0.0162361439114599
"36083",0.330699107977326
"12281",0.77890463668855
"5681",0.0124540948237523
"12206",0.0176270945989389
"35912",0.000922124570138483
"6384",0.923784403716148
"2556",0.592801456347423
"6214",0.022807250879306
"14872",0.599418055481086
"28050",-0.0112828288854917
"29107",0.11316846637688
"31857",0.963625255190412
"17974",-0.0112787372120544
"26454",0.0909606634002164
"25372",0.74452665769717
"14179",0.17410086159818
"22323",-0.0112828663327666
"14618",0.530213136027864
"6854",0.688367332397167
"21149",0.38999093404497
"27043",0.734342838054746
"23559",0.167663922371298
"31114",0.111594048876087
"21938",0.0520690419528112
"5331",0.600192442727132
"5902",0.143070626984896
"11656",0.212131113744448
"15302",-0.000413189799030107
"6752",0.231412819566236
"33927",0.236113570049786
"23985",0.563410391186228
"7338",0.169575681065705
"19209",0.121261741070587
"2927",0.314442045571977
"3546",0.847049995496488
"24741",0.912867013381105
"28346",0.00190728727252735
"5333",0.247663617948441
"3775",0.620331355037615
"3960",0.0832210088782883
"4221",0.770542372655426
"30999",0.721558910849037
"26973",0.115549669055918
"8713",0.471782773701044
"4377",0.921241900642
"9770",0.389713617696979
"31992",0.724244683164779
"12922",0.0280221984338895
"3256",0.833998024290249
"17413",0.207685683701064
"13964",0.0154501302890548
"28680",0.0522131337814067
"31337",0.136652323425512
"7472",0.895434341566648
"16775",0.0902326737059621
"31841",0.422823650345875
"26764",7.36738749093425e-05
"855",-0.00209663699000644
"5289",0.156566099627457
"22344",0.046975943825764
"5024",0.505382869709051
"7892",0.111167666862485
"23692",0.305535896045947
"14061",0.403217194465383
"16911",0.141724696089158
"25028",0.61697279446434
"3673",-0.0112330314005924
"13299",0.0236206547115348
"13809",0.309121303260008
"32246",0.164348855736269
"16479",0.227583729656617
"35820",0.335230700291265
"27356",0.336073145409813
"27841",0.386987635081925
"27061",0.340685452415432
"17496",0.00896446261459869
"20865",0.843523944180864
"2559",0.0957911872437776
"12710",0.0503558280908959
"27051",0.0848679724186264
"1582",0.463651147414099
"5459",0.0249479301471057
"65",0.14403450470926
"32881",0.0125767918849194
"18770",0.102198343493541
"11928",-0.0211457272315334
"3217",0.557231080948615
"23705",0.227087044721814
"24785",0.733179499362276
"12381",0.949312221968068
"34301",0.053572936319623
"789",0.783760002895935
"33929",0.525647731098561
"25877",0.0609102545042265
"18587",0.733629104345561
"6696",0.868309974295876
"27879",0.00636624182649092
"4782",0.923784403716148
"3664",0.477554397847443
"17489",0.230208666931457
"34122",0.903025892939153
"7024",0.106248389224964
"32828",0.0705195837449381
"29497",0.210101798886082
"32065",0.0543883274714053
"20690",0.0510977034377298
"9345",0.177304350544903
"16476",0.744129705593189
"34157",0.199520360570889
"1169",0.025882494347918
"14175",0.117575425260577
"3537",0.0161528624567551
"8544",0.871017213895915
"17309",0.10970148757429
"26922",0.218034308673039
"10284",0.576455645404751
"32695",0.17890050672105
"11311",0.350098085920377
"22699",0.414285244055966
"22625",0.45331739391533
"36059",0.0660607495171364
"18637",-0.000394020432134692
"27705",0.232914783629581
"9085",0.622733557760536
"11793",0.947989009863708
"24285",0.104127961033927
"29693",0.39690878252191
"10268",0.063890342959797
"16222",0.0818899062751348
"18870",0.0374943377629182
"32999",0.0167169287088417
"26438",0.260740594069429
"16557",0.60154741430505
"2345",0.545460967432156
"9246",0.0556416176550274
"32811",0.0959850604817697
"17383",0.161699656851018
"12740",0.115209780038107
"14602",0.563410391186228
"32964",0.965741609614863
"16998",0.0723321098953532
"29547",0.941519881590489
"19526",0.0614494330337838
"3472",0.235878485077715
"20784",0.657118076049805
"31665",0.215109822471958
"35179",0.357189329923231
"22858",0.0393715049997252
"7398",0.121513008136333
"30720",0.731443365525683
"10746",0.227003240294058
"33123",0.321510601376761
"26887",0.0713842421315802
"17518",0.583881748627051
"12298",0.600018055340297
"33623",0.06878791958979
"29672",0.0198925242755618
"7955",0.809520633964222
"8491",0.187233367662304
"3425",0.0274181446978208
"6285",0.164969033174109
"21089",0.959239163489377
"33581",0.861317463432407
"12151",0.978756791080281
"35118",0.577017207478242
"21192",0.0400986462146456
"22789",0.838097773397706
"25788",0.280593291563793
"4310",0.0655338521290182
"10122",0.886125191348356
"14314",0.947989009863708
"9476",0.601179818476464
"4333",0.939979345511435
"1039",0.331216295080821
"2028",-0.0112723257295844
"1224",0.663247870467277
"7055",0.243466387484919
"32803",0.971829818319146
"25989",-0.0112827526149566
"35595",0.998040508984884
"16576",0.130851474670086
"8664",0.147791675073694
"18640",0.672186798440863
"36184",0.146444061796135
"17314",0.30519776933832
"11961",0.0102489875239643
"29043",-0.00919674035140709
"3994",0.184430465104612
"15988",-0.0224607042070256
"21655",0.0147869186672927
"597",0.967558587450922
"24407",0.646211948324285
"4692",-0.0112742160790505
"16075",0.101401616069063
"31886",0.333475086309693
"15489",0.0517353283424752
"21852",0.0907352671985531
"17754",0.183484493525494
"23392",0.983579450670623
"24675",0.0654710421751964
"12703",0.117955540069715
"1571",0.264962197717557
"4328",0.0458699689329786
"34376",0.0833825279575029
"2374",0.950122336668432
"11979",0.0555225865072521
"11274",0.393265499954946
"9221",0.831096042362796
"15161",0.00535815679823238
"11765",0.0588010525943759
"14044",0.0400157840056174
"36263",0.347572817211198
"14665",-0.0278731607433225
"34285",0.00765354778658853
"8465",0.0201495311769115
"3135",0.146973294809638
"17121",0.153607435954881
"17606",0.377223736567216
"11493",0.0144952880221833
"11515",0.00304763284717991
"34782",0.146853588047852
"20640",0.0329375352429865
"23218",0.318500845165259
"8770",0.844905475292845
"13770",-0.0133941149544174
"5215",-0.0112564063448959
"8624",0.0690494434670178
"4800",0.946332883458215
"2030",0.0195290754813476
"31138",0.0196258532671406
"6769",-0.0023105105874268
"6598",-0.00284570800227904
"4634",0.607675620560476
"12844",0.00760556840964787
"25954",-0.0112577538488631
"6505",0.852799396485832
"19422",0.820436023780411
"16947",0.937604922888605
"24458",0.537483401449604
"27174",0.832677026263496
"31657",0.204520868214897
"35871",0.903570723470586
"6280",0.245105645415274
"360",0.166231024604071
"35137",0.0548685415088214
"2323",0.110519505047291
"9461",0.31108543900833
"3989",0.0263417990659999
"34606",-0.0111077932364169
"11648",-0.0112824162254393
"4417",0.207833812924611
"27445",0.946171677834748
"5511",-0.00702987334181717
"16067",0.186607287708399
"30371",0.219018810558087
"28922",0.601177969803714
"19907",0.0242924935497004
"27969",0.440631699461981
"2405",0.102343988366067
"34205",0.143494033459038
"18468",0.302520076288658
"33407",0.0884770717793726
"31123",0.857030494047435
"19645",0.731943853867663
"35236",0.35723857587739
"11919",0.492511952802508
"17605",0.0388666087995376
"32136",0.115623364158894
"23180",0.18959078131792
"33698",0.0707539868838679
"6437",0.931042939609193
"14235",0.0296791257965323
"4159",0.0257476383709141
"31884",0.00646314439012648
"12959",0.783087341531102
"26834",-0.115211668242853
"27345",0.0742765629609853
"27059",0.773266663389357
"17482",0.429203672070834
"35009",0.225385756035658
"17894",0.0140010720021547
"15582",0.624887168282404
"21392",0.0354954548713746
"22051",0.873287272781161
"15120",0.359964079577447
"22128",0.133289084019166
"18281",0.179704295278456
"5485",0.173660859066032
"32350",0.128738803317437
"34018",0.0666309358193309
"1282",0.0623640450259104
"12780",0.0953380410300546
"20033",0.45650059688175
"11346",0.943576551886828
"4176",0.0926863215330622
"2421",0.146468575161627
"13920",0.87534549691526
"35061",0.904123526989467
"26680",0.176588241380685
"25139",0.0469746670599743
"35779",0.852682760540009
"35393",0.0511099492198183
"34409",0.368483351833125
"36205",0.287475351287672
"4448",0.0133332116429683
"25375",0.330829528195411
"7722",0.0567723578744406
"29454",0.256376085536244
"10393",0.000568722335505633
"15366",0.98893705679551
"34043",0.326201781276143
"4964",0.250998607612934
"27813",0.01496194909662
"11314",0.254321671610235
"9953",0.040303896640636
"21395",0.213268360212763
"31482",0.824347798566448
"18704",0.401046752787221
"33605",0.0409410525662169
"8601",0.151910512087724
"3406",0.0837480185196773
"9773",0.917667319822776
"25807",0.00924112321524233
"4087",0.317842194091371
"34086",0.945635376624857
"31341",0.393398711272315
"6966",-0.00365460302315533
"30626",0.423503769579205
"406",0.108460963705042
"1714",-0.574869651289629
"2384",0.00730216812432133
"9518",0.182619337592861
"28386",0.559180115547461
"1210",-0.00785011960902297
"4564",0.272598903964104
"28488",0.935333510738023
"30230",0.133075780727408
"18654",0.246310229206106
"3126",0.403023197750488
"12810",0.375424511692458
"30753",0.236113570049786
"34767",0.101571301364646
"20578",0.116954475291274
"33622",0.190469290062987
"25143",-0.00035439600836999
"35668",0.296404478482427
"35621",0.284621781406182
"10671",0.727039116220155
"11158",0.00937608816101511
"10655",-0.00855237969360649
"33624",0.134468876736204
"19000",0.0394089535194864
"14062",0.552081609696156
"25306",0.974890283870724
"24911",0.137806851884869
"25037",0.945635376624857
"35724",0.179222808940531
"15059",-0.00803850016369501
"29946",0.098851173853221
"29429",0.485034798957244
"15547",0.216874239344335
"3446",-0.00454448921774897
"26214",0.441454348789535
"26603",0.484488028768126
"23555",0.0307546187653013
"3038",-0.00023778797258642
"8816",0.193062038963487
"19578",0.0284293420917862
"19075",-0.085176969430453
"14060",0.0162943061105529
"8795",0.270117275278436
"3484",0.788215167560284
"4531",0.0144162103384754
"18030",0.247141821250327
"34073",-0.00512648962133818
"30675",0.102025140720177
"16070",0.228633517734945
"5544",0.0462076449306627
"1347",0.107672155510396
"28133",0.137989621786938
"4393",0.400281282446519
"17759",0.338353703938398
"23968",0.117382207791943
"15630",0.148716915187231
"4956",0.172519446996271
"34996",0.825728150623308
"14381",0.242461348195949
"28091",-0.000512582161042768
"28076",0.369855149664314
"13424",0.541544178435788
"11424",0.350863631818276
"12716",0.339457953261151
"35803",0.042236429427448
"829",0.415503037991816
"3691",0.188038688205649
"9152",0.681639161271005
"3793",0.0141557219885626
"14709",0.163397058571954
"27184",0.0531858545064654
"19127",0.130858471166333
"18873",0.217282087922579
"10740",0.561942782570552
"34361",0.989122150424693
"2675",-0.000810204218214399
"3942",0.16216326565871
"34821",0.785376772344482
"36004",0.0122646747530647
"1374",0.31627356602817
"16678",0.245361838177995
"11306",0.696611102814681
"25326",0.0290384732635637
"29023",0.318500845165259
"153",0.25059730663524
"4515",0.215109822471958
"13701",0.916781789477079
"2854",0.988174105887541
"10713",0.337884374843397
"26182",-0.00311507228433135
"22249",0.310419459051067
"22844",0.190073649003822
"13782",0.631957253178967
"25925",0.164927589268813
"6073",-0.00474645691633533
"8647",0.808569423040579
"31691",0.564563906880417
"7099",0.00455211449538365
"27327",0.204943166413676
"17824",0.375617240934448
"3130",0.132946947460788
"19025",0.835428908468437
"7559",0.222384821684991
"25099",0.778344560575152
"4586",-0.00941794371087058
"1918",0.0367180361554345
"21704",0.140003754471024
"7767",0.946767298380905
"5009",0.0718877115180164
"22732",0.0207792074903892
"33128",-0.00619755482160458
"18316",0.37573756745109
"12590",0.124107435918457
"13638",0.0766510656205137
"29179",0.973513606955392
"32442",0.307959200163615
"8700",0.544991205787069
"25829",0.0757341814332912
"33365",0.271541975020599
"12476",0.457783030627847
"12548",0.115667931270539
"34317",0.0144524047378483
"22302",0.547778348978623
"24960",0.0736081501372319
"27264",0.104450702400386
"1594",-0.011282845989927
"25239",0.0267159768344972
"10541",0.0474986104059211
"36195",0.235996258160166
"7633",-0.0112828530707015
"13612",0.279468205356326
"10537",0.807509949495474
"19241",0.036968107031833
"5058",-9.54539944590282e-05
"29962",-0.0518106033927814
"13321",0.622733557760536
"25299",0.147791675073694
"22941",0.390123850167732
"13659",0.00801626474976755
"12771",0.308438284633349
"21034",0.12542790108758
"34577",0.998040508984884
"15908",0.249317475456302
"15314",0.685516083545713
"22146",0.0473030670249461
"1517",0.0859171328949767
"11953",0.419553296230185
"4630",0.335235602687846
"35300",0.132084976478049
"34664",0.543196131702547
"32680",0.0450748690505936
"20665",0.214373599945373
"15549",0.142626708796546
"19618",0.374606208825929
"22014",0.171697394897136
"7190",-0.0112540459992107
"1730",0.318500845165259
"31898",0.623864036461405
"33541",0.893388399168942
"13847",0.0778054539250494
"692",0.0324901920770218
"24293",0.39690878252191
"30405",0.00658719187139762
"21441",-0.0111900123073476
"35366",0.0223255273904194
"8983",0.122001319790583
"21407",0.125745505918118
"29080",0.319444830615232
"17525",0.234860463623369
"12380",0.417718297544962
"2506",0.542460965778147
"13212",0.103899099500306
"14838",0.0111313672712136
"24688",0.687670667062644
"2875",0.738109600046075
"3422",0.461842876624072
"15903",0.0469377608964457
"1384",0.0113901383630294
"35648",0.113211970796817
"16505",0.315715446398404
"19996",-0.000802783980285565
"24231",-0.0112820140175816
"7698",0.689180696236125
"22811",0.00525620695259279
"16610",0.563410391186228
"8692",0.455165189670356
"28818",0.835048139295458
"16255",0.0886605949268234
"7188",0.0403700487040776
"7353",0.447831190089654
"19190",0.777777839407606
"2305",0.894345181317031
"16894",0.259754674724626
"12341",0.328655423128847
"1889",0.10082376075212
"28795",0.366624397470449
"12411",0.521231720462619
"1279",0.071065491605308
"4246",-0.0295687345688036
"27814",0.225639039658243
"24795",0.126929834259138
"34925",0.334141678589441
"9774",0.706873768624858
"10901",0.00738342083160707
"14942",0.0886605949268234
"11819",0.352944151461878
"29059",0.354380703796719
"35045",0.145730270047243
"25320",0.790880079970316
"18004",0.738171487137848
"32235",0.0603702626411103
"1446",0.165866900176308
"9907",0.700177931880218
"31401",0.576860665324576
"20732",0.528132389082191
"25612",0.108378114454153
"5201",0.0166437622743908
"1076",0.295088933277146
"26403",0.176197574120418
"18967",0.724078650827058
"34957",0.373119763702035
"11767",0.00654764009696985
"26353",0.207168867989549
"489",0.353506533155654
"17405",0.975796831755473
"34707",1.86350560549688e-05
